19;35;4;6;5;5;3;6;5;1;6.40;5.43;16.17;5.50;21.25;7.00;13.17;13.00;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1
36;133;2;1;11;14;15;2;9;9;14.67;16.00;11.75;9.87;19.88;21.67;12.70;5.60;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1
30;62;0;0;0;0;3;10;1;0;0.00;0.00;0.00;0.00;5.50;5.64;2.00;0.00;0;1;0;1;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;1;0;0;1;0;1;1;1;0;0;1;0;1;1
30;76;6;6;17;2;18;17;18;5;28.86;11.86;14.39;23.00;27.63;15.61;23.32;17.67;2;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
17;23;35;4;2;0;0;0;2;2;16.53;6.60;35.00;0.00;0.00;0.00;35.00;6.00;0;1;1;0;0;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;1
19;132;3;2;5;18;0;0;0;11;7.50;16.00;4.50;2.05;0.00;0.00;0.00;3.75;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0
54;143;0;0;1;1;0;0;0;0;0.00;0.00;1.50;0.50;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
27;100;0;0;16;8;7;8;15;0;0.00;0.00;12.94;8.78;43.88;11.22;26.25;0.00;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
54;115;1;0;0;0;0;0;1;1;1.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;0;0
16;167;6;0;0;0;2;6;7;2;5.14;0.00;0.00;0.00;6.00;3.57;11.88;8.33;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
52;16;24;2;2;2;13;1;3;0;4.56;2.00;29.00;3.67;2.93;2.50;11.75;0.00;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0
30;128;4;6;1;10;15;3;5;5;8.40;7.86;18.50;16.00;21.12;14.75;26.50;6.83;1;1;1;0;0;1;0;1;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
52;64;2;4;40;6;5;4;4;5;44.33;16.80;18.07;9.71;45.17;6.40;31.40;3.83;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1
52;45;5;4;2;1;1;2;1;1;4.17;2.80;22.33;4.00;5.00;2.33;5.50;5.50;1;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0
32;25;19;5;1;1;0;0;1;0;12.55;13.67;22.50;2.50;0.00;0.00;9.50;0.00;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0
33;108;8;1;2;2;10;12;5;5;6.22;7.50;12.67;14.00;19.09;8.92;18.17;6.50;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
26;78;10;8;15;2;1;2;33;12;41.27;15.11;17.38;8.67;46.00;13.33;14.56;14.38;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1
62;148;3;4;2;2;10;1;1;0;3.00;2.20;14.33;5.00;3.64;2.00;14.00;0.00;0;0;0;0;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
50;111;15;12;6;4;0;0;0;1;23.12;20.00;17.14;20.40;0.00;0.00;0.00;13.00;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0
41;43;4;4;21;4;9;12;8;10;31.60;12.80;13.45;15.40;19.10;9.08;23.00;11.73;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
41;109;15;26;0;0;0;3;2;14;32.25;14.93;0.00;0.00;0.00;9.50;28.00;18.80;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;0
49;64;8;7;20;1;1;1;0;12;16.00;11.62;11.81;7.00;23.00;6.50;0.00;8.92;0;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1
43;79;0;0;12;16;3;1;3;1;0.00;0.00;28.54;11.00;14.00;22.50;3.25;1.00;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;1;1;1;0;0
29;73;21;9;10;12;5;5;24;10;22.82;14.10;29.45;15.92;23.67;20.33;15.92;15.09;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
34;159;1;0;0;0;0;1;1;1;1.00;0.00;0.00;0.00;0.00;0.50;2.00;0.50;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
51;132;1;1;0;7;11;6;7;6;7.50;6.50;0.00;10.50;14.58;15.71;19.25;8.71;0;1;1;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
42;78;23;5;8;2;9;5;6;4;16.71;22.17;11.67;9.00;15.30;8.67;24.43;12.20;2;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
